image_path,cpuAct
/home/theos/Music/CNN_Final/in_data/SWsrcnn463.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/SRraw1097_srcnn_x9.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/WLsrcnn116.png,Word_List
/home/theos/Music/CNN_Final/in_data/RSAraw1120_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/AWraw897_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/SMsrcnn313.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/ARsrcnn1257.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/SBMraw544_srcnn_x9.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/AESraw300_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/SBMsrcnn272.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/RSAraw141_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/SRsrcnn14.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/BFraw525_srcnn_x9.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/SBMraw1499_srcnn_x9.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/RSAsrcnn99.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/BFraw1420_srcnn_x9.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/BFsrcnn1530.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/SRraw460_srcnn_x9.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/SMsrcnn659.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/WLraw1572_srcnn_x9.png,Word_List
/home/theos/Music/CNN_Final/in_data/RSAsrcnn289.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/AWraw1096_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/AESraw170_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/Delayraw505_srcnn_x9.png,Delay
/home/theos/Music/CNN_Final/in_data/SRsrcnn384.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/AESsrcnn248.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/Delaysrcnn759.png,Delay
/home/theos/Music/CNN_Final/in_data/SWraw774_srcnn_x9.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/SRraw7_srcnn_x9.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/Delaysrcnn716.png,Delay
/home/theos/Music/CNN_Final/in_data/SRraw0_srcnn_x9.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/AWsrcnn816.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/AWraw122_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/WLraw889_srcnn_x9.png,Word_List
/home/theos/Music/CNN_Final/in_data/AESsrcnn648.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/ARsrcnn148.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/ARsrcnn1240.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/Delaysrcnn1551.png,Delay
/home/theos/Music/CNN_Final/in_data/SWraw1216_srcnn_x9.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/AWraw901_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/SRraw945_srcnn_x9.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/Delayraw903_srcnn_x9.png,Delay
/home/theos/Music/CNN_Final/in_data/SBMsrcnn794.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/AWraw651_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/SWraw1146_srcnn_x9.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/WLsrcnn386.png,Word_List
/home/theos/Music/CNN_Final/in_data/SMraw1031_srcnn_x9.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/AWsrcnn494.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/SMsrcnn1204.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/SMsrcnn963.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/WLsrcnn1429.png,Word_List
/home/theos/Music/CNN_Final/in_data/SRraw921_srcnn_x9.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/RSAraw232_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/BFraw247_srcnn_x9.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/RSAsrcnn1041.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/BFraw21_srcnn_x9.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/SMsrcnn416.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/Delayraw12_srcnn_x9.png,Delay
/home/theos/Music/CNN_Final/in_data/RSAsrcnn521.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/SMsrcnn398.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/WLraw1171_srcnn_x9.png,Word_List
/home/theos/Music/CNN_Final/in_data/SWsrcnn1492.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/RSAsrcnn1140.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/ARsrcnn1203.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/SWraw517_srcnn_x9.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/RSAsrcnn830.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/SBMsrcnn561.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/AWsrcnn334.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/SWraw348_srcnn_x9.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/AESraw72_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/SMraw223_srcnn_x9.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/BFraw982_srcnn_x9.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/ARraw1248_srcnn_x9.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/WLsrcnn149.png,Word_List
/home/theos/Music/CNN_Final/in_data/AESraw695_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/AESraw1403_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/AESsrcnn891.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/AESsrcnn1513.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/WLsrcnn1285.png,Word_List
/home/theos/Music/CNN_Final/in_data/AESraw979_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/AESsrcnn159.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/RSAsrcnn1071.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/SMraw1549_srcnn_x9.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/RSAraw1331_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/SRraw197_srcnn_x9.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/AESraw1216_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/WLsrcnn1291.png,Word_List
/home/theos/Music/CNN_Final/in_data/SMsrcnn522.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/SMraw641_srcnn_x9.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/AWraw1090_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/BFraw776_srcnn_x9.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/RSAsrcnn609.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/ARraw403_srcnn_x9.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/BFsrcnn883.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/SRsrcnn448.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/WLsrcnn602.png,Word_List
/home/theos/Music/CNN_Final/in_data/RSAraw700_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/RSAsrcnn361.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/AESsrcnn14.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/BFsrcnn1072.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/ARraw136_srcnn_x9.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/AWsrcnn1469.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/Delaysrcnn735.png,Delay
/home/theos/Music/CNN_Final/in_data/SBMsrcnn864.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/AWsrcnn340.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/Delayraw1068_srcnn_x9.png,Delay
/home/theos/Music/CNN_Final/in_data/SBMraw1286_srcnn_x9.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/SMsrcnn112.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/SRraw128_srcnn_x9.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/BFsrcnn1567.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/AESraw358_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/ARraw1118_srcnn_x9.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/SRraw1201_srcnn_x9.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/SWraw1233_srcnn_x9.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/Delayraw1311_srcnn_x9.png,Delay
/home/theos/Music/CNN_Final/in_data/SWsrcnn1586.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/RSAsrcnn523.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/SBMsrcnn154.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/AESraw177_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/WLraw507_srcnn_x9.png,Word_List
/home/theos/Music/CNN_Final/in_data/AWsrcnn1562.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/AWraw1164_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/SRsrcnn97.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/Delayraw1095_srcnn_x9.png,Delay
/home/theos/Music/CNN_Final/in_data/ARsrcnn1448.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/AWsrcnn805.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/AESsrcnn1255.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/RSAraw364_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/SMraw984_srcnn_x9.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/AESraw280_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/BFsrcnn573.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/SBMsrcnn998.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/ARraw1045_srcnn_x9.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/BFsrcnn1548.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/AWraw1353_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/BFraw1583_srcnn_x9.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/BFraw394_srcnn_x9.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/SBMraw1060_srcnn_x9.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/SBMraw27_srcnn_x9.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/SWraw1064_srcnn_x9.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/SBMraw1277_srcnn_x9.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/RSAraw770_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/BFraw305_srcnn_x9.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/SBMsrcnn1151.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/SRsrcnn685.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/AWraw33_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/SWsrcnn718.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/AWraw30_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/AWraw221_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/AWraw99_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/AWraw185_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/ARraw1263_srcnn_x9.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/WLsrcnn88.png,Word_List
/home/theos/Music/CNN_Final/in_data/SBMsrcnn153.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/RSAraw1194_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/ARsrcnn742.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/BFraw1004_srcnn_x9.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/ARsrcnn869.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/AWsrcnn422.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/SMsrcnn1279.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/RSAsrcnn1095.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/SMraw1283_srcnn_x9.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/ARraw1565_srcnn_x9.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/AWraw615_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/SBMsrcnn1176.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/BFsrcnn1378.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/AWraw329_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/WLraw1537_srcnn_x9.png,Word_List
/home/theos/Music/CNN_Final/in_data/AESraw1343_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/RSAraw320_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/SBMsrcnn648.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/SWraw667_srcnn_x9.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/WLsrcnn1006.png,Word_List
/home/theos/Music/CNN_Final/in_data/AESraw1110_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/RSAraw528_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/BFsrcnn1388.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/SMraw972_srcnn_x9.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/SMsrcnn1108.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/WLraw1202_srcnn_x9.png,Word_List
/home/theos/Music/CNN_Final/in_data/AESsrcnn1002.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/Delaysrcnn1295.png,Delay
/home/theos/Music/CNN_Final/in_data/SMsrcnn1056.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/ARsrcnn738.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/AWraw1273_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/AESsrcnn258.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/RSAraw209_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/SMraw665_srcnn_x9.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/AWraw340_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/ARraw1595_srcnn_x9.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/AESsrcnn1429.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/Delaysrcnn363.png,Delay
/home/theos/Music/CNN_Final/in_data/AWsrcnn1554.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/SRsrcnn670.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/Delaysrcnn374.png,Delay
/home/theos/Music/CNN_Final/in_data/Delayraw282_srcnn_x9.png,Delay
/home/theos/Music/CNN_Final/in_data/SMraw486_srcnn_x9.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/SBMsrcnn462.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/WLraw699_srcnn_x9.png,Word_List
/home/theos/Music/CNN_Final/in_data/AESsrcnn1086.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/AWraw1285_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/SMsrcnn1545.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/SMsrcnn1573.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/BFsrcnn327.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/AWsrcnn365.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/SWsrcnn260.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/SBMraw949_srcnn_x9.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/SWraw1196_srcnn_x9.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/SWsrcnn1249.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/SBMsrcnn88.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/AESsrcnn92.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/AESsrcnn805.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/RSAsrcnn1135.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/SBMraw220_srcnn_x9.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/Delayraw735_srcnn_x9.png,Delay
/home/theos/Music/CNN_Final/in_data/SRsrcnn757.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/SRsrcnn1268.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/BFraw149_srcnn_x9.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/SWraw1418_srcnn_x9.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/ARsrcnn221.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/SRsrcnn1540.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/AWraw591_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/Delayraw937_srcnn_x9.png,Delay
/home/theos/Music/CNN_Final/in_data/AWraw386_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/RSAsrcnn1050.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/AWraw266_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/AESraw1499_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/BFsrcnn669.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/SBMsrcnn1511.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/AESsrcnn250.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/AESsrcnn399.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/BFraw758_srcnn_x9.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/WLraw625_srcnn_x9.png,Word_List
/home/theos/Music/CNN_Final/in_data/AWsrcnn272.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/AWsrcnn1150.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/WLraw1325_srcnn_x9.png,Word_List
/home/theos/Music/CNN_Final/in_data/Delayraw1167_srcnn_x9.png,Delay
/home/theos/Music/CNN_Final/in_data/Delaysrcnn1030.png,Delay
/home/theos/Music/CNN_Final/in_data/SBMraw1493_srcnn_x9.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/AESraw1330_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/ARsrcnn1307.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/AWsrcnn1585.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/AWsrcnn1496.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/AESraw361_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/AESraw1543_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/SWsrcnn635.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/AWsrcnn1110.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/AESsrcnn1426.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/SMraw1260_srcnn_x9.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/WLraw874_srcnn_x9.png,Word_List
/home/theos/Music/CNN_Final/in_data/AWraw1539_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/AWraw811_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/AESsrcnn46.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/SBMsrcnn875.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/SMsrcnn609.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/RSAraw836_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/SRsrcnn1363.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/AWsrcnn162.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/WLsrcnn1414.png,Word_List
/home/theos/Music/CNN_Final/in_data/AESsrcnn56.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/BFsrcnn1309.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/AESraw1055_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/SBMsrcnn412.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/AESsrcnn198.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/SMraw1559_srcnn_x9.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/SRsrcnn33.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/SRsrcnn55.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/AESsrcnn1297.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/RSAsrcnn988.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/AESsrcnn1580.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/SWsrcnn1541.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/AESraw981_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/RSAsrcnn648.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/SMraw1210_srcnn_x9.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/AESraw406_srcnn_x9.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/Delayraw73_srcnn_x9.png,Delay
/home/theos/Music/CNN_Final/in_data/SRraw1338_srcnn_x9.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/RSAraw505_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/Delaysrcnn135.png,Delay
/home/theos/Music/CNN_Final/in_data/RSAraw727_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/ARsrcnn319.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/ARsrcnn208.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/Delaysrcnn1567.png,Delay
/home/theos/Music/CNN_Final/in_data/SWsrcnn1165.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/AESsrcnn132.png,AES_encrypt
/home/theos/Music/CNN_Final/in_data/Delayraw32_srcnn_x9.png,Delay
/home/theos/Music/CNN_Final/in_data/Delayraw407_srcnn_x9.png,Delay
/home/theos/Music/CNN_Final/in_data/ARsrcnn746.png,Analog_Read
/home/theos/Music/CNN_Final/in_data/SRraw1143_srcnn_x9.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/SMsrcnn1129.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/AWraw793_srcnn_x9.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/SMsrcnn42.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/SWsrcnn181.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/SWsrcnn824.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/RSAraw651_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/BFsrcnn510.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/Delaysrcnn554.png,Delay
/home/theos/Music/CNN_Final/in_data/SMsrcnn1497.png,Sleep_Mode
/home/theos/Music/CNN_Final/in_data/AWsrcnn129.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/SRsrcnn1310.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/RSAraw1259_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/SRraw1549_srcnn_x9.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/SWsrcnn847.png,Serial_Write
/home/theos/Music/CNN_Final/in_data/RSAraw1387_srcnn_x9.png,RSA_encrypt
/home/theos/Music/CNN_Final/in_data/AWsrcnn528.png,Analog_Write
/home/theos/Music/CNN_Final/in_data/SRraw690_srcnn_x9.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/WLraw742_srcnn_x9.png,Word_List
/home/theos/Music/CNN_Final/in_data/SBMraw813_srcnn_x9.png,Stand_By_Mode
/home/theos/Music/CNN_Final/in_data/SRraw893_srcnn_x9.png,Serial_Read
/home/theos/Music/CNN_Final/in_data/BFsrcnn924.png,Brute_Force
/home/theos/Music/CNN_Final/in_data/Delayraw279_srcnn_x9.png,Delay
/home/theos/Music/CNN_Final/in_data/SRraw946_srcnn_x9.png,Serial_Read
